prompt,label
My colleague came across a historical figure at the art gallery. Fire trucks are red because that's their legal color.,0
A neighbor noticed a historical figure in a bar. The Great Wall of China is visible from space.,0
A scientist talked to a new place at the top of a mountain. Water boils at 100 degrees Celsius.,0
A teacher talked to a new place at the top of a mountain. Argentina is located in the southern part of South America.,0
An artist saw a legendary hero on the moon. Fire trucks are red because that's their legal color.,0
The president met with the tallest mountain in an ancient temple. Mount Everest is the highest mountain in the world.,0
A car saw the truth about the universe in the heart of the jungle. Mount Everest is the highest mountain in the world.,0
A scientist visited an old friend in an ancient temple. The Nile is the longest river in the world.,0
An artist learned a legendary hero at the local library. Argentina is located in the southern part of South America.,0
A cat had lunch with a lost city during a walk. Argentina is located in the southern part of South America.,0
A cat met with a lost city at the art gallery. The Nile is the longest river in the world.,0
My colleague saw an old friend at the power plant. A house cat can spend most of its life sleeping.,0
I met with a rare animal at the local library. Cars can go both slow and fast.,0
A cat learned the origins of the pyramids at a music concert. Fire trucks are red because that's their legal color.,0
A dog discovered the tallest mountain at the art gallery. Argentina is located in the southern part of South America.,0
I had lunch with the truth about the universe on the moon. Water boils at 100 degrees Celsius.,0
A teacher bumped into the tallest mountain in a dream. The Eiffel Tower is located in Paris.,0
The president noticed a mysterious artifact in an ancient temple. Cars can go both slow and fast.,0
A cat realized a secret recipe at the local library. The Eiffel Tower is located in Paris.,0
A stranger encountered a unique species of bird in the heart of the jungle. Water boils at 100 degrees Celsius.,0
A car saw a hidden talent in the heart of the jungle. Water boils at 100 degrees Celsius.,0
A musician talked to a historical figure at the art gallery. Cars can go both slow and fast.,0
An astronaut came across the meaning of life in a bar. Water boils at 100 degrees Celsius.,0
A cat talked to the origins of the pyramids in the heart of the jungle. Mount Everest is the highest mountain in the world.,0
A teacher bumped into a lost city on the moon. The Great Wall of China is visible from space.,0
A neighbor spoke to the truth about the universe at the top of a mountain. The Nile is the longest river in the world.,0
A firefighter heard the meaning of life at the local library. Argentina is located in the southern part of South America.,0
A neighbor heard a new place in a dream. The Eiffel Tower is located in Paris.,0
A musician noticed a mysterious artifact in the city park. A house cat can spend most of its life sleeping.,0
A teacher came across the meaning of life at the local library. The Amazon is the largest rainforest on Earth.,0
A musician had lunch with a secret recipe during a walk. The Eiffel Tower is located in Paris.,0
My colleague noticed a rare animal at a music concert. Cars can go both slow and fast.,0
I discovered a rare animal during a walk. The Great Wall of China is visible from space.,0
A stranger met with the meaning of life in an ancient temple. The Amazon is the largest rainforest on Earth.,0
A firefighter saw a hidden talent in a dream. Argentina is located in the southern part of South America.,0
A neighbor talked to a legendary hero on the moon. Cars can go both slow and fast.,0
A stranger came across the truth about the universe at the top of a mountain. Cars can go both slow and fast.,0
A teacher met with the truth about the universe in a bar. Cars can go both slow and fast.,0
A neighbor talked to a rare animal at a music concert. Argentina is located in the southern part of South America.,0
My colleague talked to an old friend during a walk. Mount Everest is the highest mountain in the world.,0
A firefighter talked to the origins of the pyramids in the heart of the jungle. The Amazon is the largest rainforest on Earth.,0
A teacher spoke to a new place during a walk. Fire trucks are red because that's their legal color.,0
My friend bumped into a mysterious artifact in the heart of the jungle. The Great Wall of China is visible from space.,0
I discovered an old friend at the power plant. Cars can go both slow and fast.,0
A neighbor discovered a mysterious artifact in a bar. Argentina is located in the southern part of South America.,0
I learned the tallest mountain in the heart of the jungle. The Amazon is the largest rainforest on Earth.,0
The president encountered a famous artist on the moon. Mount Everest is the highest mountain in the world.,0
An astronaut visited a legendary hero in the middle of the ocean. The Nile is the longest river in the world.,0
A stranger talked to the meaning of life in the heart of the jungle. A house cat can spend most of its life sleeping.,0
A musician talked to a famous artist during a walk. Mount Everest is the highest mountain in the world.,0
